#Leaf_name	Clade_name	Clade_desc
mupirocin_MmpA3_KS7_bDOH	Clade_63	Mainly E-configured double bonds
thiomarinol_TmpA3_KS7_bOH	Clade_63	Mainly E-configured double bonds
elansolid_Cpin_ElsJ3_KS5_eDB	Clade_63	Mainly E-configured double bonds
elansolid_Csan_ElaK3_KS5_eDB	Clade_63	Mainly E-configured double bonds
elansolid_Cpin_ElsO3_KS10_zDB	Clade_63	Mainly E-configured double bonds
elansolid_Csan_ElaP3_KS10_zDB	Clade_63	Mainly E-configured double bonds
bongkrekic_acid_BonD2_KS11_eDB	Clade_57	E-configured double bonds
bongkrekic_acid_BonA5_KS5_DB	Clade_57	E-configured double bonds
bongkrekic_acid_BonB1_KS7_DB	Clade_57	E-configured double bonds
bongkrekic_acid_BonC1_KS9_eDB	Clade_57	E-configured double bonds
sorangicin_SorH2_KS21_eDB	Clade_64	E-configured double bonds
sorangicin_SorB3_KS10_eDB	Clade_64	E-configured double bonds
sorangicin_SorE3_KS17_eDB	Clade_64	E-configured double bonds
kalimantacin_batumin_Bat25_KS6_eD	Clade_64	E-configured double bonds
etnangien_EtnE2_KS6_eDB	Clade_64	E-configured double bonds
etnangien_EtnE1_KS5_eDB	Clade_64	E-configured double bonds
etnangien_EtnH2_KS16_eDB	Clade_64	E-configured double bonds
sorangicin_SorI1_KS23_zDB	Clade_64	E-configured double bonds
etnangien_EtnD4_KS4_eDB	Clade_64	E-configured double bonds
SIA7248_SiaG3_KS10_eDB	Clade_64	E-configured double bonds
bacillaene_Bamy_BaeL2_KS5_eD	Clade_64	E-configured double bonds
bacillaene_Bsub_PksL2_KS5_eD	Clade_64	E-configured double bonds
myxovirescin_Ta17_KS7_eDB	Clade_64	E-configured double bonds
thailandamide_TaiL4_KS12_eDB	Clade_64	E-configured double bonds
difficidin_DifJ1_KS11_zDB_zDB	Clade_65	Double bonds
elansolid_Cpin_ElsO1_KS8_eDB	Clade_65	Double bonds
elansolid_Csan_ElaP1_KS8_eDB	Clade_65	Double bonds
macrolactin_MlnG1_KS10_dH	Clade_65	Double bonds
macrolactin_MlnE1_KS7_bDOH	Clade_65	Double bonds
macrolactin_MlnD1_KS5_eDB	Clade_65	Double bonds
luminaolid_LumB2_KS5_bketo	Clade_65	Double bonds
tolytoxin_TtoD2_KS5_bketo	Clade_65	Double bonds
macrolactin_MlnC1_KS4_eDB	Clade_65	Double bonds
macrolactin_MlnF1_KS9_zD_zDB	Clade_65	Double bonds
legioliulin_LglD2_KS2_eDB	Clade_68	Double bonds
chivosazole_ChiE1_KS13_zDB_eDB	Clade_68	Double bonds
chlorotonil_CtoE1_KS9_DB_DA	Clade_68	Double bonds
rhizopodin_RizB5_KS5_bketo	Clade_67	Various
SIA7248_SiaG2_KS9_eDB	Clade_67	Various
rhizopodin_RizD5_KS15_bimod_bOH	Clade_67	Various
virginiamycin_VirA4_KS4_eDB	Clade_66	Double bonds
griseoviridin_SgvE22_KS4__eDB	Clade_66	Double bonds
anthracimycin_AtcE_KS5_eDB	Clade_66	Double bonds
oxazolomycin_OzmN2_KS3_eDB	Clade_66	Double bonds
kirromycin_KirAIV2_KS8_aMeeDB	Clade_66	Double bonds
kirromycin_KirAIV1_KS7_eDB	Clade_66	Double bonds
anthracimycin_AtcE_KS6_eDB	Clade_66	Double bonds
oxazolomycin_OzmH3_KS7_eDB	Clade_66	Double bonds
lankacidin_LkcF1_KS3_bDOH	Clade_66	Double bonds
anthracimycin_AtcF2_KS9_eDB_DA	Clade_66	Double bonds
leinamycin_LnmJ1_KS4_eDB	Clade_66	Double bonds
kirromycin_KirAV1_KS12_eDB	Clade_66	Double bonds
kirromycin_KirAII1_KS3_eDB	Clade_66	Double bonds
chlorotonil_CtoD2_KS6_eDB	Clade_66	Double bonds
disorazole_DszB3_KS7_eDB	Clade_66	Double bonds
chlorotonil_CtoD1_KS5_eDB	Clade_66	Double bonds
chivosazole_ChiF3_KS17_eDB_zDB	Clade_66	Double bonds
chivosazole_ChiC3_KS6_eDB_zDB	Clade_66	Double bonds
SIA7248_SiaH_KS11_eDB	Clade_70	E-configured double bonds
rhizopodin_RizD6_KS16_eDB	Clade_70	E-configured double bonds
oocydin_Smar_OocS2_KS14_aMezDB	Clade_69	Z-configured double bonds
oocydin_Ddad_OocS2_KS14_aMezDB	Clade_69	Z-configured double bonds
tolytoxin_TtoF1_KS15_zDB	Clade_69	Z-configured double bonds
luminaolid_LumE1_KS15_zDB	Clade_69	Z-configured double bonds
misakinolide_MisF1_KS15_zDB	Clade_69	Z-configured double bonds
bacillaene_Bamy_BaeM1_KS8_zDB	Clade_69	Z-configured double bonds
bacillaene_Bsub_PksM1_KS8_zDB	Clade_69	Z-configured double bonds
bacillaene_Bamy_BaeL1_KS4_zD	Clade_69	Z-configured double bonds
bacillaene_Bsub_PksL1_KS4_zD	Clade_69	Z-configured double bonds
difficidin_DifH1_KS6_zDB	Clade_69	Z-configured double bonds
oxazolomycin_OzmH5_KS9_eDB	Clade_69	Z-configured double bonds
thailandamide_TaiL1_KS9_eDB	Clade_69	Z-configured double bonds
kalimantacin_batumin_Bat31_KS8_eDB	Clade_69	Z-configured double bonds
thailandamide_TaiL2_KS10_bketo	Clade_71	Beta-keto
psymberin_PsyD8_KS10_aMebketo	Clade_71	Beta-keto
legioliulin_LglD4_KS4_bketo	Clade_71	Beta-keto
SIA7248_SiaH_KS12_bketo	Clade_71	Beta-keto
nosperin_NspC3_KS6_0biomod_aMeeDB	Clade_72	Non-elongating alpha-methyl E-configured double bonds
bacillaene_Bamy_BaeR1_KS13_0aMeDB	Clade_72	Non-elongating alpha-methyl E-configured double bonds
bacillaene_Bsub_PksR1_KS14_OaMeDB	Clade_72	Non-elongating alpha-methyl E-configured double bonds
calyculin_CalH3_KS27_eDB	Clade_72	Non-elongating alpha-methyl E-configured double bonds
onnamide_OnnI7_KS10_0red	Clade_72	Non-elongating alpha-methyl E-configured double bonds
rhizoxins_RhiD3_KS11_0bimod_aMeeDB	Clade_72	Non-elongating alpha-methyl E-configured double bonds
rhizopodin_RizC2_KS10_bDOH	Clade_73	Non-elongating
disorazole_DszC1_KS2_0AAoxz	Clade_73	Non-elongating
chivosazole_ChiF4_KS18_0zDB	Clade_73	Non-elongating
enacyloxin_Bamb_59192_KS11_0eDB	Clade_74	Non-elongating double bonds
pederin_PedH4_KS13_0eDB	Clade_74	Non-elongating double bonds
mupirocin_MmpE1_KS9_cyclization	Clade_74	Non-elongating double bonds
rhizoxins_RhiF2_KS16_0eDB	Clade_74	Non-elongating double bonds
tolytoxin_TtoF5_KS19_0eDB	Clade_74	Non-elongating double bonds
luminaolid_LumE4_KS18_0bDOH	Clade_74	Non-elongating double bonds
misakinolide_MisF5_KS19_0eDB	Clade_74	Non-elongating double bonds
elansolid_Csan_ElaR1_KS14_0eDB	Clade_74	Non-elongating double bonds
elansolid_ElsQ1_KS14_0eDB	Clade_74	Non-elongating double bonds
sorangicin_SorI2_KS24_0zDB	Clade_55	Non-elongating double bonds
bongkrekic_acid_BonD3_KS12_0vinylbranch	Clade_55	Non-elongating double bonds
sorangicin_SorB1_KS8_0zDB	Clade_55	Non-elongating double bonds
calyculin_CalC1_KS7_KS0oxa	Clade_75	Non-elongating oxazole or thiazole
rhizoxins_RhiB1_KS2_0AAoxa	Clade_75	Non-elongating oxazole or thiazole
chivosazole_ChiD1_KS10_0AAoxz	Clade_75	Non-elongating oxazole or thiazole
rhizopodin_RizD1_KS11_0AAoxa	Clade_75	Non-elongating oxazole or thiazole
disorazole_DszC1_KS9_0AAoxz	Clade_75	Non-elongating oxazole or thiazole
virginiamycin_VirH1_KS7_0AAoxz	Clade_75	Non-elongating oxazole or thiazole
griseoviridin_SgvE41_KS7_bDOH	Clade_75	Non-elongating oxazole or thiazole
leinamycin_LnmI1_KS1_0AAoxz	Clade_75	Non-elongating oxazole or thiazole
phormidolide_phmH_2_KS10_aMebOH	Clade_77	Alpha-hydroxyl beta-hydroxyl
oocydin_Ddad_OocN2_KS6_aDOHbLOH	Clade_77	Alpha-hydroxyl beta-hydroxyl
oocydin_Smar_OocN2_KS6_aDOHbLOH	Clade_77	Alpha-hydroxyl beta-hydroxyl
elansolid_Csan_ElaQ2_KS12_bLOH	Clade_78	Beta-L-hydroxyl
elansolid_Cpin_ElsP2_KS12_bLOH	Clade_78	Beta-L-hydroxyl
kalimantacin_batumin_Bat22_KS3_bOH	Clade_56	Beta-L-hydroxyl
sorangicin_SorA5_KS5_aLOHbLOH	Clade_56	Beta-L-hydroxyl
sorangicin_SorD2_KS14_bLOH	Clade_56	Beta-L-hydroxyl
difficidin_DifI2_KS8_bOH	Clade_56	Beta-L-hydroxyl
thailandamide_TaiD2_KS2_bLOH	Clade_56	Beta-L-hydroxyl
oocydin_Smar_OocN3_KS7_bLOH	Clade_56	Beta-L-hydroxyl
oocydin_Ddad_OocN3_KS7_bLOH	Clade_56	Beta-L-hydroxyl
phormidolide_phmH_3_KS11_bOH	Clade_56	Beta-L-hydroxyl
rhizoxins_RhiE2_KS13_bLOH	Clade_56	Beta-L-hydroxyl
bryostatin_BryB4_KS7_bLOH	Clade_56	Beta-L-hydroxyl
bryostatin_BryD1_KS12_bLOH	Clade_56	Beta-L-hydroxyl
bryostatin_BryA2_KS2_bLOH	Clade_56	Beta-L-hydroxyl
diaphorin_DipT6_KS9_bLOH	Clade_56	Beta-L-hydroxyl
pederin_PedF6_KS9_bLOH	Clade_56	Beta-L-hydroxyl
onnamide_OnnI6_KS9_bLOH	Clade_56	Beta-L-hydroxyl
misakinolide_MisD3_KS9_bLOH	Clade_56	Beta-L-hydroxyl
tolytoxin_TtoE3_KS9_bLOH	Clade_56	Beta-L-hydroxyl
luminaolid_LumC3_KS9_bLOH	Clade_56	Beta-L-hydroxyl
psymberin_PsyD7_KS9_bLOH	Clade_56	Beta-L-hydroxyl
bongkrekic_acid_BonA4_KS4_bLOH	Clade_56	Beta-L-hydroxyl
SIA7248_SiaE1_KS2_bDOH	Clade_56	Beta-L-hydroxyl
SIA7248_SiaE2_KS3_bLOH	Clade_56	Beta-L-hydroxyl
SIA7248_SiaF1_KS4_bDOH	Clade_56	Beta-L-hydroxyl
SIA7248_SiaF3_KS6_bDOH	Clade_56	Beta-L-hydroxyl
SIA7248_SiaF4_KS7_bDOH	Clade_56	Beta-L-hydroxyl
oocydin_Ddad_OocS3_KS15_0bLOH	Clade_79	Non-elongating beta-L-hydroxyl
oocydin_Smar_OocS3_KS15_0bLOH	Clade_79	Non-elongating beta-L-hydroxyl
elansolid_Cpin_ElsO2_KS9_0bimod_bOH	Clade_79	Non-elongating beta-L-hydroxyl
elansolid_Csan_ElaP2_KS9_0bimod_bOH	Clade_79	Non-elongating beta-L-hydroxyl
bacillaene_Bsub_PksM3_KS10_bOH	Clade_79	Non-elongating beta-L-hydroxyl
etnangien_EtnG2_KS12_0bLOH	Clade_79	Non-elongating beta-L-hydroxyl
etnangien_EtnI4_KS20_0bLOH	Clade_79	Non-elongating beta-L-hydroxyl
etnangien_EtnF3_KS10_bLOH	Clade_79	Non-elongating beta-L-hydroxyl
luminaolid_LumC1_KS7_aLMebLOMe_aLMebLOH	Clade_100   Alpha-methyl beta-L-hydroxyl
misakinolide_MisD2_KS9_lH	Clade_100	Alpha-methyl beta-L-hydroxyl
tolytoxin_TtoE1_KS7_aDMebDOH	Clade_100	Alpha-methyl beta-L-hydroxyl
psymberin_PsyD4_KS6_adiMebDOH	Clade_80	Alpha-methyl beta-L-hydroxyl
phormidolide_phmF_3_KS6_adiMebOH	Clade_80	Alpha-methyl beta-L-hydroxyl
rhizoxins_RhiD1_K9_aMebDOH	Clade_80	Alpha-methyl beta-L-hydroxyl
rhizoxins_RhiC2_KS7_aDMebLOH	Clade_80	Alpha-methyl beta-L-hydroxyl
calyculin_CalF5_KS20_aLMebLOH	Clade_80	Alpha-methyl beta-L-hydroxyl
calyculin_CalG1_KS21_aLMebLOH	Clade_80	Alpha-methyl beta-L-hydroxyl
tolytoxin_TtoE4_KS10_aLMebLOH	Clade_80	Alpha-methyl beta-L-hydroxyl
luminaolid_LumC4_KS10_aLMebLOH	Clade_80	Alpha-methyl beta-L-hydroxyl
misakinolide_MisD4_KS10_aLMebLOH	Clade_80	Alpha-methyl beta-L-hydroxyl
calyculin_CalE4_KS13_bLOH	Clade_80	Alpha-methyl beta-L-hydroxyl
oxazolomycin_OzmJ1_KS10_aLMebLOH	Clade_80	Alpha-methyl beta-L-hydroxyl
psymberin_PsyD6_KS8_aDMebLOH	Clade_80	Alpha-methyl beta-L-hydroxyl
pederin_PedF4_KS7_adiMebDOH	Clade_80	Alpha-methyl beta-L-hydroxyl
diaphorin_DipT4_KS7_adiMebOH	Clade_80	Alpha-methyl beta-L-hydroxyl
onnamide_OnnI4_KS7_adiMebDOH	Clade_80	Alpha-methyl beta-L-hydroxyl
oocydin_Ddad_OocS1_KS13_aMebOH	Clade_80	Alpha-methyl beta-L-hydroxyl
oocydin_Smar_OocS1_KS13_aMebOH	Clade_80	Alpha-methyl beta-L-hydroxyl
rhizopodin_RizD4_KS14_bDOMe	Clade_81	Beta-D-O-methyl
rhizopodin_RizB8_KS8_bDOMe	Clade_81	Beta-D-O-methyl
rhizopodin_RizE2_KS18_bLOMe	Clade_81	Beta-D-O-methyl
rhizopodin_RizB4_KS4_aDMebDOMe	Clade_81	Beta-D-O-methyl
luminaolid_LumB1_KS4_aDMebDOMe	Clade_81	Beta-D-O-methyl
tolytoxin_TtoD1_KS4_aDMebDOMe	Clade_81	Beta-D-O-methyl
misakinolide_MisC4_KS4_bOMe	Clade_81	Beta-D-O-methyl
myxopyronin_MxnK4_KS10_bMeDB	Clade_101	Beta-methyl
corallopyronin_CorL3_KS12_bMeDB	Clade_101	Beta-methyl
griseoviridin_SgvE31_KS5_eDB	Clade_102	Beta-methyl
virginiamycin_VirF1_KS5_bMeeDB	Clade_102	Beta-methyl
SIA7248_SiaG1_KS8_bMeDB	Clade_82	Beta-methyl E-configured double bonds
thailandamide_TaiM1_KS13_bMeeDB	Clade_82	Beta-methyl E-configured double bonds
thailandamide_TaiK1_KS7_bMeDB	Clade_82	Beta-methyl E-configured double bonds
bacillaene_Bsub_PksL3_KS6_bMeeDB	Clade_82	Beta-methyl E-configured double bonds
bacillaene_Bamy_BaeL3_KS6_bMeeDB	Clade_82	Beta-methyl E-configured double bonds
elansolid_Cpin_ElsN1_KS6_bMeDB	Clade_82	Beta-methyl E-configured double bonds
elansolid_Csan_ElaO1_KS6_bMeDB	Clade_82	Beta-methyl E-configured double bonds
oocydin_Smar_OocL2_KS4_eDBbMe	Clade_82	Beta-methyl E-configured double bonds
oocydin_Ddad_OocL2_KS4_eDBbMe	Clade_82	Beta-methyl E-configured double bonds
phormidolide_phmF_5_KS8_bMeeDB	Clade_82	Beta-methyl E-configured double bonds
phormidolide_phmI_1_KS13_bMeeDB	Clade_82	Beta-methyl E-configured double bonds
calyculin_CalG3_KS23_bMeDB	Clade_82	Beta-methyl E-configured double bonds
myxovirescin_Ta16_KS6_eDBbMe	Clade_82	Beta-methyl E-configured double bonds
etnangien_EtnE3_KS3_eDBbMe	Clade_82	Beta-methyl E-configured double bonds
bongkrekic_acid_BonA2_KS2_bMeDB	Clade_82	Beta-methyl E-configured double bonds
sorangicin_SorA6_KS6_zDB	Clade_82	Beta-methyl E-configured double bonds
etnangien_EtnG3_KS13_bLOMe	Clade_83	Beta-O-methyl
sorangicin_SorG2_KS19_bLOH	Clade_83	Beta-O-methyl
calyculin_CalF4_KS19_bDOMe	Clade_83	Beta-O-methyl
calyculin_CalE7_KS15_bLOH	Clade_83	Beta-O-methyl
tolytoxin_TtoE6_KS12_bDOMe	Clade_83	Beta-O-methyl
misakinolide_MisE2_KS12_bDOMe	Clade_83	Beta-O-methyl
luminaolid_LumD2_KS12_bDOMe	Clade_83	Beta-O-methyl
oxazolomycin_OzmK1_KS12_aLOMe	Clade_83	Beta-O-methyl
chlorotonil_CtoC4_KS4_aMezshDB	Clade_84	Alpha-methyl Z-configured shifted double bonds
chlorotonil_CtoD4_aMeshDB	Clade_84	Alpha-methyl Z-configured shifted double bonds
luminaolid_LumC2_KS8_aDMebDOH_bDOH	Clade_85	Alpha-methyl beta-hydroxyl
misakinolide_MisD2_KS8_bLOH	Clade_85	Alpha-methyl beta-hydroxyl
tolytoxin_TtoE2_KS8_aDMeDOH	Clade_85	Alpha-methyl beta-hydroxyl
disorazole_DszA3_KS3_adiMebLOH	Clade_85	Alpha-methyl beta-hydroxyl
chivosazole_ChiC1_KS4_aDMebDOH	Clade_85	Alpha-methyl beta-hydroxyl
phormidolide_phmI_5_KS_17_0bMeeDB	Clade_86	Non-elongating double bonds
oocydin_Ddad_OocS4_KS16_0	Clade_86	Non-elongating double bonds
oocydin_Smar_OocS4_KS16_0	Clade_86	Non-elongating double bonds
thailanstatin_TstC3_KS3_0eDB	Clade_86	Non-elongating double bonds
FR901464_Fr9C3_KS3_0eDB	Clade_86	Non-elongating double bonds
kalimantacin_batumin_Bat34_KS11_redbMe	Clade_87	Exomethyl or reduced beta-methyl
kalimantacin_batumin_Bat24_KS5_redbMe	Clade_87	Exomethyl or reduced beta-methyl
etnangien_EtnD2_KS2_eDBbMe	Clade_87	Exomethyl or reduced beta-methyl
kalimantacin_batumin_Bat33_KS10_exometh	Clade_87	Exomethyl or reduced beta-methyl
myxovirescin_TaO1_KS8_redbethyl	Clade_87	Exomethyl or reduced beta-methyl
bryostatin_BryB1_KS4_exoester	Clade_87	Exomethyl or reduced beta-methyl
bryostatin_BryC1_KS8_exoester	Clade_87	Exomethyl or reduced beta-methyl
psymberin_PsyA2_KS2_exometh	Clade_87	Exomethyl or reduced beta-methyl
phormidolide_phmI_2_KS14_exometh	Clade_87	Exomethyl or reduced beta-methyl
oocydin_Smar_OocJ2_KS2_exometh	Clade_87	Exomethyl or reduced beta-methyl
oocydin_Ddad_OocJ2_KS2_exometh	Clade_87	Exomethyl or reduced beta-methyl
phormidolide_phmE_2_KS2_exometh	Clade_87	Exomethyl or reduced beta-methyl
onnamide_OnnB3_KS3_exometh	Clade_87	Exomethyl or reduced beta-methyl
nosperin_NspA3_KS3_exometh	Clade_87	Exomethyl or reduced beta-methyl
pederin_PedI3_KS3_exometh	Clade_87	Exomethyl or reduced beta-methyl
diaphorin_DipP3_KS3_exometh	Clade_87	Exomethyl or reduced beta-methyl
FR901464_Fr9GH3_KS9_bDOH	Clade_87	Exomethyl or reduced beta-methyl
thailanstatin_TstGH3_KS10_exometh	Clade_87	Exomethyl or reduced beta-methyl
leinamycin_LnmJ2_KS5_bketo	Clade_89	Beta-keto
anthracimycin_AtcE_KS7_redaMe	Clade_89	Beta-keto
lankacidin_LkcG1_KS5_aMebketo	Clade_89	Beta-keto
misakinolide_MisD1_KS6_redaLMe	Clade_90	Reduced alpha-methyl or shifted double bond alpha-methyl
luminaolid_LumB3_KS6_redaLMe	Clade_90	Reduced alpha-methyl or shifted double bond alpha-methyl
tolytoxin_TtoD3_KS6_redaLMe	Clade_90	Reduced alpha-methyl or shifted double bond alpha-methyl
rhizopodin_RizC1_KS9_adiMebLOH	Clade_90	Reduced alpha-methyl or shifted double bond alpha-methyl
rhizopodin_RizB6_KS6_redaLMe	Clade_90	Reduced alpha-methyl or shifted double bond alpha-methyl
chlorotonil_CtoD3_KS7_redaMe	Clade_90	Reduced alpha-methyl or shifted double bond alpha-methyl
anthracimycin_AtcF1_KS8_shDB	Clade_90	Reduced alpha-methyl or shifted double bond alpha-methyl
anthracimycin_AtcD4_KS4_aMezshDB	Clade_90	Reduced alpha-methyl or shifted double bond alpha-methyl
chivosazole_ChiB3_KS3_aLMebLOH	Clade_90	Reduced alpha-methyl or shifted double bond alpha-methyl
phormidolide_phmE_1_KS1_phosphoglycerate	Clade_92	Unusual starter
oocydin_Ddad_OocJ1_KS1_unusualStarter	Clade_92	Unusual starter
oocydin_Smar_OocJ1_KS1_unusualStarter	Clade_92	Unusual starter
chivosazole_ChiE2_KS14_aLMebLOH	Clade_99	Alpha-methyl beta-hydroxyl
etnangien_EtnI1_KS17_redaLMe	Clade_103	Alpha-methyl reduced
bongkrekic_acid_BonA3_KS3_aMeDB	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
bongkrekic_acid_BonD1_KS10_aLMe	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
FR901464_Fr9F2_KS5_redaLMe	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
thailanstatin_TstDEF2_KS5_redaLMe	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
sorangicin_SorA3_KS3_redaDMe	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
sorangicin_SorD1_KS13_aLOHbLOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
sorangicin_SorG1_KS18_aLMbLOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
myxovirescin_TaP1_KS1_redaDMe	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
basiliskamides_P615_BasE1_KS2_aLMe_red	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
basiliskamides_P615_BasF1_KS1_GNATstarter	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
calyculin_CalE6_KS16_adiMbketo	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
calyculin_CalB3_KS5_0redaLMe	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
sorangicin_SorE1_KS15_aDMbLOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
bryostatin_BryC3_KS10_adiMebketo	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
bryostatin_BryB2_KS5_adiMEbketo	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
thiomarinol_TmpD2_KS2_aLMebLOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
mupirocin_MmpD2_KS2_aLMebLOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
difficidin_DifL1_KS14_redaMe	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
elansolid_Csan_ElaK1_KS3_adiMebDOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
elansolid_Cpin_ElsJ1_KS3_adiMebDOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
elansolid_Csan_ElaK2_KS4_aMe	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
elansolid_Cpin_ElsJ2_KS4_aMe	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
dorrigocin_migrastatin_MgsF_4KS7_aDMebLOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
thiomarinol_TmpD4_KS4_aDOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
mupirocin_MmpD4_KS4_aDMe	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
dorrigocin_migrastatin_MgsF5_KS8_bLOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
dorrigocin_migrastatin_MgsF2_KS5_aDMebketodH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
cycloheximide_ChxE5_KS5_aDMebketo	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
9-methylstreptimidone_SmdI_KS55_aDMebketo	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
etnangien_EtnF1_KS8_aDMebDOH	Clade_93	Alpha-methyl reduced or beta-hydroxyl or beta-keto
corallopyronin_CorL1_KS10_bMeDB	Clade_97	Beta-methyl double bonds
kirromycin_KirAIII4_KS6_AAgly	Clade_121	Amino acids
legioliulin_LglD1_KS1_aromaticStarter	Clade_125	Aromatic starter
chivosazole_ChiB2_KS2_bDOH	Clade_124	Beta-D-hydroxyl
disorazole_DszA4_KS4_bDOH	Clade_122	Beta-D-hydroxyl
misakinolide_MisC5_KS5_LOH_or_DPY	Clade_123	Non-canonical pyran
tartrolon_TrtE5_KS8_bketo	Clade_127	Beta-keto
etnangien_EtnH1_KS15_bimod_zDB	Clade_119	Z-configured double bonds
leinamycin_LnmI2_KS2_AAoxz	Clade_66	Double bonds
calyculin_CalE1_KS10_KS0ox	Clade_126	Alpha oxygenation
lankacidin_LkcF2_KS4_aDMebLOH	Clade_120	Various
lankacidin_LkcA1_KS1_AAgly	Clade_120	Various
tartrolon_TrtD_KS22_red	Clade_128	Non-elongating alpha-methyl reduced
legioliulin_LglE1_KS5_bOH	Clade_128	Beta-hydroxyl
myxovirescin_Ta12_KS2_bLOH	Clade_116	Beta-L-hydroxyl
bryostatin_BryA_KS33_bDOH	Clade_115	Beta-D-hydroxyl
phormidolide_phmF_2_KS5_bOH	Clade_117	Beta-hydroxyl
rhizoxins_RhiC3_KS8_bDOH	Clade_111	Beta-D-hydroxyl
phormidolide_phmF_4_KS7_bOH	Clade_111	Beta-D-hydroxyl
phormidolide_phmI_3_KS15_bOH	Clade_111	Beta-D-hydroxyl
phormidolide_phmF_1_KS4_aMebOH	Clade_113	Alpha-methyl beta-hydroxyl
etnangien_EtnD3_KS3_bDOH	Clade_113	Alpha-methyl beta-hydroxyl
etnangien_EtnI3_KS19_aLMebDOH	Clade_113	Alpha-methyl beta-hydroxyl
etnangien_EtnI2_KS18_aLMebDOH	Clade_113	Alpha-methyl beta-hydroxyl
etnangien_EtnF2_KS9_bDOH	Clade_113	Alpha-methyl beta-hydroxyl
kalimantacin_batumin_Bat23_KS4_bOH	Clade_113	Alpha-methyl beta-hydroxyl
elansolid_Cpin_ElsP1_KS11_aLMebDOH	Clade_113	Alpha-methyl beta-hydroxyl
elansolid_Csan_ElaQ1_KS11_aLMebDOH	Clade_113	Alpha-methyl beta-hydroxyl
difficidin_DifG1_KS4_OH	Clade_113	Alpha-methyl beta-hydroxyl
basiliskamides_P615_BasE2_KS3_aDMebDOH	Clade_113	Alpha-methyl beta-hydroxyl
disorazole_DszB4_KS8_0zDB	Clade_110	Non-elongating Z-configured double bonds
tartrolon_TrtF2_KS10_0redaDMe	Clade_109	Non-elongating alpha-methyl reduced
bryostatin_BryX3_KS16	Clade_114	Unknown
corallopyronin_CorJ1_KS4_shDB	Clade_106	Shifted double bonds
myxopyronin_MxnJ1_KS4_shDB	Clade_106	Shifted double bonds
FR901464_Fr9I2_KS12_0pyran	Clade_108	Non-elongating pyran or furan
thailanstatin_TstI2_KS12_0pyran	Clade_108	Non-elongating pyran or furan
griseoviridin_SgvE12_KS2_bDOH	Clade_112	Beta-D-hydroxyl
virginiamycin_VirA2_KS2_aLMebDOH	Clade_112	Beta-D-hydroxyl
